Maker,2W,3W,4W
AMO MOBILITY SOLUTIONS PVT LTD,246,0,0
AMPERE VEHICLES PRIVATE LIMITED,5850,0,0
"AMRIT ENGG WORKS,DKL",0,0,7
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,4,0,0
ANJALI AUTO COMPONENTS,0,1,0
ANJALI TRADERS,0,2,0
ANNAPURNA INDUSTRIES,0,0,2
ANVITA AUTO TECH WORKS PVT LTD,5,0,0
APARNA INDUSTRIES,0,3,0
A P I MOTORS PVT LTD,0,122,0
APM AUTO SALES,0,52,0
APOLLO CARMIX EQUIPMENTS PVT LTD,0,0,2
APSARA ENTERPRISE,0,39,0
APTEC EQUIPMENT PRIVATE LIMITED,0,0,1
ARCHIT ENTERPRISES,0,86,0
ARD EXIM,0,0,1
ARNA ELECTRIC AUTO PVT LTD,0,31,0
ARROW AUTOMOTIVE,0,313,0
ASHA IMPEX,0,2,0
"ASHOK FABRIC & ENGG,RAIRAKHOL",0,0,1
ASHOK LEYLAND LTD,0,0,14564
ASSAM FABRICATION WORKS,0,0,3
ASTON MARTIN LAGONDA LTD,0,0,2
ATHER ENERGY LTD,10071,0,0
ATLAS COPCO INDIA LTD,0,0,1
ATTOLENT AUTO GROUP PVT LTD,0,37,0
ATUL AUTO LTD,0,1954,22
ATUMOBILE PVT LTD,3,0,0
ATUT SANGAM,0,85,0
AUDI AG,0,0,156
AUTOECO GREEN ENERGY PVT LTD,0,40,0
AUTOHAUS PRIVATE LIMITED,0,30,0
AUTOLITE (INDIA) LIMITED,0,4,0
AUTOMOBILI LAMBORGHINI S.P.A,0,0,2
A.V.AUTOMOTIVES PVT LTD,0,66,1
AVL ELECTRIC VEHICLES PVT LTD,0,160,0
AVON CYCLE LTD INDIA,0,3,1
AVON CYCLES LTD,0,61,0
AVTAR ENGINEERING WORKS,0,0,1
AWACHAT INDUSTRIES LTD,0,0,94
AYAAN ELECTRONIC PVT LTD,19,0,0
BABA E-VEHICLES,0,93,0
BABA HARI DAS FABRICATION,0,0,1
BABA PRODUCT,0,0,2
BAJAJ AUTO LTD,138736,30078,146
BAJAJ IMPLEMENTS PVT. LTD,0,47,0
BALAN ENGINEERING PVT LTD,0,6,0
BAL GOPAL WHEELS PVT LTD,0,1,0
BALI AUTO INDUSTRIES,0,20,0
BANKU BODY BUILDER,0,0,3
"BASUDEB ENGINEERING, CUTTACK",0,0,6
BATTRE ELECTRIC MOBLITY PVT LTD,129,0,0
"BAUTI ENGINEERING,NAYAGARH",0,0,1
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,337,0,0
BENTINCK INDUSTRIES PVT. LTD.,0,25,0
BENTLEY MOTORS LIMITED,0,0,3
BEST WAY AGENCIES PVT LTD,0,460,0
BESTWAY AGENCIES PVT LTD,0,20,0
BGAUSS AUTO PRIVATE LIMITED,667,0,0
BHADAURIA ENTERPRISES,0,3,0
BHAGWAN AGRO INDUSTRIES,0,0,5
BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,0,1,0
BHAVE ELECTRIC VEHICLES PVT LTD,0,167,0
BHM INDUSTRIES,0,78,0
BHOYAR AGRO IND WARDHA,0,0,9
BIDISHA ENTERPRISES PVT LTD,0,0,1
BIG BULL TRADER PVT LTD,0,24,0
BIJNOR ENTERPRISES,0,13,0
BLIX CYCLES AND E-VEHICLES PVT LTD,8,0,0
BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,0,13
BMW INDIA PVT LTD,701,0,664
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,3,0,0
BOUNCE ELECTRIC 1 PVT LTD,416,0,0
BRIGHT AUTOZONE PVT LTD,0,237,0
BRIGHT METAL WORKS,0,2,0
BSMS AGRICULTURE WORKSHOP,0,0,3
BULL MACHINES PVT LTD,0,0,80
BYD INDIA PRIVATE LIMITED,0,0,242
CAPITAL AUTO INDUSTRIES,0,105,0
CAPTAIN TRACTORS PVT. LTD.,0,0,249
CART INDIA,0,6,0
CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,0,0,141
CATERPILLAR INDIA PRIVATE LIMITED,0,0,168
CEEON INDIA,0,45,0
CHAMPION POLY PLAST,0,1241,1
CHANDANA CORPORATION,61,0,0
CHAUHAN AUTO INDUSTRIES,0,32,0
CHEHAK BATTERIES,0,11,0
CHETAK TECHNOLOGY LIMITED,1319,0,0
CHRYSLER MOTORS PVT LTD,0,0,2
CITADEL ENTERPRISES(OPC) PVT LTD,0,4,0
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,0,64,0
CIVIMEC ENGINEERING PVT LTD,0,0,1
CLAAS INDIA P LTD,0,0,11
CLASSIC LEGENDS PVT LTD,3214,0,0
C M OVERSEAS,0,1,0
CNH INDUSTRIAL (INDIA) PVT LTD,0,0,2666
CONMAT HEAVY INDUSTRIES PVT LTD,0,0,12
CONTINENTAL ENGINES PVT LTD,0,444,8
CRANE KRAFT INDIA PRIVATE LIMITED,0,0,11
CYRUS AUTO INDUSTRIES PVT LTD,0,8,0
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,0,1801
DAKSH INDUSTRIES,0,312,0
DALIP SINGH & SONS,0,0,1
DAO EVTECH PRIVATE LIMITED,18,0,0
DASMESH AGRICULTURE WORKS,0,0,3
DASMESH MECHANICAL WORKS PVT.LTD,0,0,45
DAVE EXIM PVT LTD,0,3,0
DD AUTO PVT LTD,0,2,0
"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",0,0,1
DE EUSI MOTORS PVT LTD.,0,89,0
DELTA AUTOCORP LTD,0,158,0
DEMAG AC 300,0,0,1
DEVANGI ENG..,0,0,25
DEV ENGINEERING WORKS,0,0,2
DEWAN AGRICULTURE WORKS,0,0,1
DHANALAKSHMI ENGINEERING WORKS,0,0,2
DHANAVENKAT ENGG.WORKS,0,0,1
DHAR IN PVT LTD,0,6,0
DHAR INTERNATIONAL,0,4,0
DHIMAN AGRICULTURE,0,0,2
DHIMAN AGRO INDUSTRIES,0,0,1
"DIAMOND ENGG,CTC",0,0,3
DIAMOND E VEHICLES,0,56,0
DILLI ELECTRIC AUTO PVT LTD,0,1552,12
DIVANSU AUTOMOBILES LTD,0,29,0
DIVYA ENTERPRISES,0,96,0
DOOSAN BOBCAT INDIA PVT LTD,0,0,64
DSF INDUSTRIES PVT LTD,0,6,0
D S INDUSTRIES,0,3,0
DUCATI INDIA PVT LTD,28,0,0
DUKE AUTO INDIA,0,34,0
"DURGA AGRO ENGG,BALASORE",0,0,2
DURGA AGRO WORKS,0,0,1
"DURGA&DURGA ENGG WORKS,BHMPUR",0,0,1
DURGA ENGINEERING WORKS,0,0,16
"DWARI ENGG WORKS,SAMBALPUR",0,0,1
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,14
DYS IMPEX PRIVATE LIMITED,0,32,0
E-ASHWA AUTOMOTIVE PVT LTD,0,10,0
ECO DYNAAMIC EQUIPMENTS,0,2,0
ECO FUEL SYSTEMS (I) PVT LTD,38,0,0
ECO SMART VEHICLES PVT LTD,0,95,0
EDMRC MANNSCHAFT LLP,0,9,0
EFEV CHARGING SOLUTION PVT LTD,0,23,0
E-GURU AUTO ENERGY,0,11,0
EICHER MOTORS LTD,0,0,1
EICHER TRACTORS,0,0,3936
ELECTRECA VEHICLES,10,0,0
ELECTROTHERM (INDIA) LIMITED,0,1,0
ELEPHANTA INDUSTRIES PVT LTD,0,1,0
ELITE AUTO ENGINEERS PVT LTD,0,73,0
ELSA CONCRETING MACHINERY INDIA PVT LTD,0,0,2
ELTHOR ENERGY PRIVATE LIMITED,26,0,0
E-MOTION AUTOMOTIVE INDUSTRY LLP,0,37,0
ENERGY ELECTRIC VEHICLES,0,693,1
ENGTIAN ELECTRIC BIKE PVT LTD,47,0,0
ENTICE IMPEX PVT LTD,0,16,0
E ROYCE MOTORS INDIA PVT LTD,0,16,0
ESCORTS CONSTRUCTION EQUIPMENT LTD,0,0,15
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,0,7352
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),0,0,394
ESCORTS R&D CENTRE,0,0,1
ESSAR ENGINEERING,0,0,6
ETRIO AUTOMOBILES PVT LTD,0,12,0
EULER MOTORS PVT LTD,0,112,0
EVBHARAT RANGE PRIVATE LIMITED,0,1,0
EVEX AUTO INDIA PVT LTD,0,13,0
EVTRIC MOTORS PVT LTD,46,0,0
EXERVAL PVT LTD,11,0,0
EXIDE INDUSTRIES LTD,0,171,0
EXTRA FAST SOLUTIONS,0,26,0
EXTREME MOTORS,0,15,0
FARMTECH AGRO INDUSTRIES,0,0,1
FCA INDIA AUTOMOBILES PRIVATE LIMITED,0,0,697
FEDE INDUSTRIES PVT LTD,0,68,0
FERRARI INDIA PRIVATE LIMITED,0,0,3
FIADO INDUSTRIES PVT LTD,3,0,0
FIELDTRACK EARTHMOVERS PVT LTD,0,0,11
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,0,53,0
FITWEL MOBILITY PVT LTD,0,2,0
FIVE ELEMENTS,0,6,0
FORCE MOTORS LIMITED,0,0,1972
FORD INDIA PVT LTD,0,0,8
FRIENDS AGRO INDUSTRIES,0,0,5
GAHIR AGRICULTURAL INDUSTRIES,0,0,5
GANESH AGRO INDUSTRIES,0,0,17
GAYATRI ELECTRIC VEHICLES PVT LTD,0,231,0
G & G AUTOMOTIVE,0,101,0
GIAN AGRO INDUSTRIES,0,0,2
GILL AGRICULTURE WORKS,0,0,4
GILL AGROTECH,0,0,2
GILLPREETAGRO INDUSTRIES,0,0,1
GKON ELECTRIC MOTOR VEHICLES PVT LTD,0,34,0
G.K. RICKSHAW PVT LTD,0,422,0
GOBIND AGRO INDUSTRIES,0,0,14
GOBIND MOTOR GARAGE,0,0,1
GODAWARI ELECTRIC MOTORS PVT LTD,0,1,0
GODAWARI TECHNO SOLUTIONS PVT LTD,0,7,0
GODREJ AND BOYCE MFG CO LTD,0,0,2
GODREJ & BOYCE MFG. CO. LTD,0,0,19
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,0,64,0
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,1,0,0
GOLD HOFER,0,1,0
"GOPAL AGRO AGENCY,HALADIAPADAR,BERHAMPUR,GANJAM",0,0,1
GOPAL AUTO MOTORS PVT LTD,0,90,0
GOPAL ENGG. WORKS,0,0,1
"GOPAL ENGINEERING, BALASORE",0,0,1
GOREEN E-MOBILITY PVT LTD,337,0,0
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,0,3,0
GRD MOTORS,0,222,1
GREAVES ELECTRIC MOBILITY PVT LTD,153,0,0
GREEN IMPEX,0,10,0
GREEN SHUTTLE TECHNOLOGY PVT LTD,0,2,0
GREEN STAR MOTORS,0,40,0
GREEN TECHNOLOGIES,0,8,0
GREENWHEELS AUTOMOBILE PVT LTD,0,65,0
GROMAX AGRI EQUIPMENT LTD,0,0,253
GROVE INDIA PVT LTD,0,0,1
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),4,0,0
GUJARAT NARMADA AUTO LTD,0,0,1
GURDEEP ENGINEERING WORKS,0,0,4
GURJEET COMBINE,0,0,1
GURM AGRICULTURE WORKS,0,0,1
GURMUKH AGRO INDUSTRIES,0,0,1
GURU JI WHEELS,0,4,0
GURUKIRPA INDUSTRIES,0,7,0
GURU NANAK AGRI ENGG WORKS,0,0,30
GURU NANAK AGRI WORKS,0,0,6
GURU NANAK AGRO INDUSTRIES,0,0,5
GURU RAMDAS AGROTECH,0,0,1
HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,0,2,0
HAMM AG,0,0,5
HARJEET AGRO INDUSTRIES,0,0,18
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),27,0,0
HARMEET AGRICULTURE WORKS,0,0,8
H-D MOTOR COMPANY INDIA PVT LTD,1,0,0
HEMAVATHI AGRO INDUSTRIES,0,0,3
HERO ELECTRIC VEHICLES PVT. LTD,5865,0,0
HERO HONDA MOTORS  LTD,2,0,0
HERO MOTOCORP LTD,391987,0,1
HIGHWAY ENGING WORKS,0,0,10
HIMANI AGRO INDUSTRIES,0,0,2
HIM TEKNOFORGE LTD,0,39,0
HIND AGRO INDUSTRIES,0,0,5
HINDUSTAN AGRO INDUSTRIES,0,0,1
HINDUSTAN MOTOR CORPORATION,0,91,0
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,0,0,6
HIRA AGRO INDUSTRIES,0,0,9
HITECH ENGINEERING LTD,0,0,6
HI-TECH INDUSTRIES,0,13,0
HITENDRA WELDING WORKS,0,0,8
HMT LIMITED,0,0,2
H NONGRUM,0,0,1
HONDA CARS INDIA LTD,0,0,5880
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,302960,0,3
HONGKONG YIXING (IMPORTER: ADMS MARKETING),3,0,0
HOOGHLY MOTORS PVT LTD,0,254,0
HOP ELECTRIC MOBILITY PVT LTD,9,0,0
HOP MOTORS PVT LTD,0,50,0
HOTAGE INDIA,0,634,0
HOUSTAN INNOVATION LLP,3,0,1
HOVEL CYLINDER PVT LTD,0,7,0
H R AGRO INDUSTRIES,0,0,8
HUNDAL INDUSTRIES,0,67,0
HYKON INDIA LTD,0,16,0
HYUNDAI MOTOR INDIA LTD,0,0,39867
"HYUNDAI MOTORS LTD, SOUTH KOREA",0,0,2
INDERPREET AGRO INDUSTRIES,0,0,4
INDIA KAWASAKI MOTORS PVT LTD,287,0,0
INDIAN MOTORS,0,114,0
INDIA SAFE ENTERPRISE,0,7,0
INDIA YAMAHA MOTOR PVT LTD,42812,0,3
INDO FARM EQUIPMENT LIMITED,0,0,281
INDUS ELECTROTHERM INDIA LTD,0,0,4
INTERNATIONAL CARS & MOTORS LIMITED,0,0,1
INTERNATIONAL TRACTORS LIMITED,0,0,8619
INVVIGORS INDIA,0,1,0
IRA EDUTECH PVT LTD,2,0,0
ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,0,0,18
ISHWAR FARMLINE EQUIPMENTS PVT LTD,0,0,1
ISUZU MOTORS INDIA PVT LTD,0,0,201
IVOOMI INNOVATION PVT LTD,141,0,0
IZANAU ELECTRIC LLP,1,0,0
JADE KOREA SPINE LIFE,0,15,0
"JAGANATH AGRL IMPLEMENTS,BOUDH",0,0,1
JAGMOHAN ALLIED AUTO IND.PVT.LTD.     ,0,0,2
JAGUAR LAND ROVER INDIA LIMITED,0,0,169
JAI BHAVANI ENGINEERING  WORKS,0,0,3
JAIDKA POWER SYSTEMS PVT LTD,0,44,0
JAIN POWER CORP,0,7,0
JAISIK BUSINESS LINKS PVT LTD,0,33,0
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,0,4,0
JAJODIA COMMODITIES PVT LTD,0,39,0
JAY AGRO INDUSTRIES,0,0,7
JAY BHAVANI TRAILOR,0,0,1
JAY JANARDAN TRAILOR,0,0,2
JBM AUTO LIMITED,0,0,14
JCB INDIA LIMITED,0,0,3062
JCB INDIA LTD,0,0,83
JEET AGRO INDUSTRIES,0,0,1
JESSUN TECHNO PVT LTD,0,11,0
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),29,0,0
JIANGSU SUNHOU (IMPORTER: SABOO TOR),1,0,0
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),7,0,0
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),59,0,0
JITENDRA NEW EV-TECH PVT. LTD,308,3,0
JITENDRA TEMPO PARTS,0,64,0
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,0,0,1
J K AGRO INDUSTRIES,0,0,4
JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),0,0,2
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),0,0,6027
J P AUTO TECH,0,7,0
J S AGRO INDUSTRIES,0,0,5
J. S. AUTO (P) LTD,0,915,0
J S MOBILEON PVT LTD,0,2,0
JS MOBILEON PVT LTD,0,93,0
JSW MG MOTOR INDIA PVT LTD,0,0,3777
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),7,0,0
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),15,0,0
KABIRA MOBILITY LLP,37,0,0
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,0,56,0
KALIKA VAHAN PVT LTD,0,1,0
KALMER INDUSTRIES,0,0,4
KALPVRIKSH ELECTOMOBILES CO,0,5,0
KAMAZ INDUSTRIES,0,4,0
KAPTECH INDIA PVT LTD,0,121,0
KARMA MECHANICAL WORKS,0,0,1
KARTAR AGRO INDUSTRIES PVT LTD,0,0,233
KARTAR TRACTORS PRIVATE LIMITED,0,0,18
KCAS ELECTRIC VEHICLES PVT LTD,0,16,0
K D AGRO INDUSTRIES,0,0,3
KERALA AUTOMOBILES LIMITED,0,7,0
KETO MOTORS PVT LTD,0,60,0
KGN,0,32,0
KGN INDUSTRIES,0,24,0
KHALSA  AGRO INDUSTRIES,0,0,2
KHALSAE-VEHICLES PVT LTD,0,407,0
KIA INDIA PRIVATE LIMITED,0,0,20143
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,817,501,0
KINETIC GREEN ENERGY P SOL LTD,0,5,2
KION INDIA PVT LTD,0,0,52
KIRAN AUTOMOBILE INDUSTRY,0,7,0
KIRTI SOLAR LTD,0,1,0
KISAN ENGINEERING,0,0,2
KISAN ENGINEERING WORKS,0,0,4
KISSAN AGRO INDUSTRIES,0,0,4
KLB KOMAKI PVT LTD,337,2,0
KRISHNA ENGINEERING WORKS,0,47,0
KRISHNA INDUSTRIES,0,0,1
KRISHNA VEHICALS,0,33,0
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,0,0,38
K.S. AGROTECH  PVT LTD,0,0,7
K T ENTERPRISES,0,6,0
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,0,0,1967
KUKU AUTOMOTIVES,0,37,0
KULAR AGRO WORKS,0,0,1
KUMARAN ENGINEERING ENTERPRISES,0,0,1
KUMAR ENGINEERING,0,122,6
K. V. INDUSTRIES,0,2,0
KYTE ENERGY PVT. LTD.,25,0,0
LAKSHMI MOTORS,0,0,3
LAKSHYA AUTO SALES CORPORATION,0,3,0
LAL CHAND AGRICULTURE WORKS,0,0,1
LAWAT MOTORS LLP,0,12,0
"LAXMI GOBINDA AGRO IND,BLS",0,0,4
L B AGRO PRODUCTS,0,0,12
LECTRIX E VEHICLES PVT LTD,201,456,0
LIEBHERR INDIA PVT LTD,0,0,6
LIUGONG INDIA PVT. LTD,0,0,65
LIUGONG IND PVT LTD,0,0,3
LOCAL TRAILER MANUFACTURER,0,0,3956
LOHIA AUTO INDUSTRIES,0,165,0
LOHIA AUTO INDUSTRIES LTD.,0,0,1
LORDS VEHICLE MFG PVT LTD,0,22,0
LOTAY AGRO TECH,0,0,1
LOTEY AGRICULTURE WORKS,0,0,1
LOVEJEET AGRO INDUSTRY,0,0,1
L & T CASE EQUIPMENT PVT LTD,0,0,5
L&T CONSTRUCTION EQUIPMENT LIMITED,0,0,34
MAA ENGINEERING TRAILOR,0,0,20
MAA KALPANA ENTERPRISE,0,1,0
"MAA MANGALA ENTERPRISES,SNG",0,0,1
"MAA MANGALA MOTORS & ENGG,RKL",0,0,1
MAA SHAKTI EXIM PVT LTD,0,207,0
MAA TARINI ENGINEERING,0,0,5
MAC AUTO INDIA,0,31,0
MADHO AGRO INDUSTRY,0,0,3
MADHU AUTOMOBILES LTD,0,0,2
MAHABIR INDUSTRIES,0,0,1
MAHI ENTERPRISES,0,9,0
MAHINDRA DEFENCE SYSTEMS LTD,0,0,5
MAHINDRA ELECTRIC MOBILITY LIMITED,0,1668,27
MAHINDRA GUJARAT TRACTOR LIMITED,0,0,1
MAHINDRA & MAHINDRA LIMITED,0,3001,50001
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),0,0,12473
MAHINDRA & MAHINDRA LIMITED (TRACTOR),0,0,15895
MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,0,0,3
MAHTAB BODY MAKER,0,43,0
MALI ENTERPRISES PVT LTD,0,1,0
MALIK ENGINEERING WORKS,0,0,1
MALKIT AGRO TECH PVT. LTD,0,0,47
MANISH EV INTERNATIONAL PRIVATE LIMITED,0,30,0
MANITA CITY MOTORS LLP,0,76,0
MANITOU EQUIPMENT INDIA PVT LTD,0,0,37
MANKU AGRO TECH PVT LTD,0,0,301
MANMOHAN KAUR,0,4,0
MARATHWADA QUALITY TRAILER,0,0,4
MARINE NAVAIDS & SOLAR AUTO PVT LTD,0,1,0
MARKUS,0,1,0
MARTHWADA TRALIOR,0,0,5
MARUTHISAN PVT LTD,7,0,0
MARUTI SUZUKI INDIA LTD,1,1,123663
MARUTI UDYOG LTD,0,0,36
MASERATI S.P.A,0,0,1
MATHARU ENGINEERING AGRI WORKS,0,0,1
MATHARU ENGINEERING WORKS,0,0,5
"MAYUR ENTERPRISES,BARIPADA",0,0,7
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),0,0,1
MEHER TRAILERS PVT LTD,0,0,2
MERCEDES -BENZ AG,0,0,90
MERCEDES-BENZ INDIA PVT LTD,0,0,1070
MEW ELECTRICALS LIMITED,24,0,0
M G INDUSTRIES,0,3,0
MINI METRO,0,20,1
MINI METRO EV L.L.P,0,942,0
MIRAKLE 5 AUTOMOBILES PVT LTD,10,0,0
M.K. ENTERPRISES,0,81,0
MLR AUTO LTD,0,179,0
MODERN  AGRO  INDUSTRIES,0,0,1
MONDAL TRADING,0,1,0
MOON AGRICULTURE & FABRICATION WORKS,0,0,1
MOVE STONE SERVICES PVT LTD,0,123,0
M S AGRO INDUSTRIES,0,0,6
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",0,0,5
M/S ASHOKA INDUSTRIES,0,0,2
M/S BHARAT TRAILERS,0,0,11
M/S HOTA AGRO (TRAILER),0,0,2
M/S KASTKAR AGRO INDUSTRIES,0,0,11
M/S K K AGRO INDUSTRIES,0,0,1
M/S LAKSHMI ENGINEERING WORKS,0,0,1
M/S LOHIYA AGRO INDUSTRIES,0,0,3
M/S MAA MANGALA INDUSTRIES,0,0,9
M/S NEW SHETKARI ENGINEERING WORK,0,0,12
"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",0,0,3
M/S RAM AGRO MACHINARY,0,0,5
M/S R.K. ENGINEERING WORKS,0,0,2
M/S SAI AUTO ENGINEERING WORKS,0,0,2
M/S SARANGI MOTROS,0,0,10
M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,0,0,80
M/S-SHRADHA INDUSTRIES,0,0,1
M/S SHREE SHYAM AGRO PRODUCTS,0,0,2
M/S SHRIRAM AUTO TECH PVT LTD,0,300,1
"M/S.SOURAV ENTERPRISES,BHAWANIPATNA",0,0,1
"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",0,0,3
M/S SUPERIOR MANUFACTURING COMPANY,0,0,3
"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",0,0,1
MUNDE MECHANICAL WORKS,0,0,4
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,0,305,0
NABINA WELDING,0,0,1
"NAIK TROLLEY AND IMPL,SNG",0,0,16
NARINDERA AGRO WORKS,0,0,1
NAZAR SINGH & SONS,0,0,2
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,0,50,0
NEELAM CYCLE,0,2,0
NEUON MOTORS LLP,0,4,0
NEW ARCANA INDIA,0,96,0
NEW DEVE AGRO WORKS,0,0,6
NEW DURGA ENGINEERING,0,0,1
NEW GAHIR AGRO INDUSTRIES,0,0,6
NEW GOLDEN AGRICULTURE,0,0,2
NEW GURDIAL AGRO INDUSTRIES PVT LTD,0,0,20
NEW HIND AGRO PVT LTD,0,0,1
NEW HOLLAND FIAT INDIA PVT. LTD.,0,0,1
NEW KISAN ENGINEERING WORKS,0,0,2
NEW MALLIKARJUNA ENG WORKS,0,0,4
NEW MARTHWADA QUALITY TRAILOR,0,0,2
NEW SUPER QUALITY TRAILOR,0,0,15
NEWTON INDIA INDUSTRIES PVT LTD,0,2,0
NHD MOTORS,0,31,0
NIKHIL AGRO ENTERPRISE,0,0,1
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),13,0,0
NIPUN SANYANTRA PVT LTD,0,36,0
NIRMAL UTILITY SERVICES PVT LTD,0,3,0
NISIKI TECHNOLOGIES PVT LTD,7,0,0
NISSAN MOTOR INDIA PVT LTD,0,0,2276
N K INDUSTRIES,0,0,5
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,0,117,0
N.S. AGRO WORKS,0,0,4
NUMEROS MOTORS PVT LTD,94,0,0
ODYSSE ELECTRIC VEHICLES PVT LTD,20,0,0
OGATA MOTORS INDIA PVT LTD,0,13,0
OKAYA EV PVT LTD,1232,0,0
OKINAWA AUTOTECH PVT LTD,3850,0,0
OK PLAY INDIA LTD,0,12,0
OLA ELECTRIC TECHNOLOGIES PVT LTD,17774,0,0
OLECTRA GREENTECH LTD,0,0,13
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,0,299,0
OM BALAJI AUTOMOBILES I P LTD,0,4,0
