Maker,2W,3W,4W
ANJALI AUTO COMPONENTS,0,2,0
ANJALI TRADERS,0,5,0
ANNAPURNA INDUSTRIES,0,0,12
ANVITA AUTO TECH WORKS PVT LTD,1,0,0
A P I MOTORS PVT LTD,0,50,0
APM AUTO SALES,0,78,0
APOLLO CARMIX EQUIPMENTS PVT LTD,0,0,10
APSARA ENTERPRISE,0,231,0
APTEC EQUIPMENT PRIVATE LIMITED,0,0,1
ARCHIT ENTERPRISES,0,148,0
A.R. MOTOR,0,84,0
ARNA ELECTRIC AUTO PVT LTD,0,6,0
ARROW AUTOMOTIVE,0,295,0
ASHA IMPEX,0,24,0
ASHA METAL INDUSTRIES,0,0,1
ASHLESHA POWER CONTROLS PVT LTD,0,1,0
ASHMA-MOTORS PVT LTD,0,163,0
ASHOK LEYLAND LTD,0,0,14015
ASTON MARTIN LAGONDA LTD,0,0,4
ATHER ENERGY LTD,10218,0,0
ATTOLENT AUTO GROUP PVT LTD,0,56,0
ATUL AUTO LTD,0,2376,0
ATUL GREENTECH PRIVATE LIMITED,0,59,0
ATUMOBILE PVT LTD,3,0,0
ATUT SANGAM,0,246,0
AUDI AG,0,0,47
AUTO CART LOGISTIC EQUIPMENT PVT LTD,0,0,5
AUTOECO GREEN ENERGY PVT LTD,0,78,0
AUTOMOBILI LAMBORGHINI S.P.A,0,0,12
A.V.AUTOMOTIVES PVT LTD,0,84,0
AVL ELECTRIC VEHICLES PVT LTD,0,334,0
AVON CYCLES LTD,0,60,0
AVTAR ENGINEERING WORKS,0,0,1
AWACHAT INDUSTRIES LTD,0,0,83
B24 ROKET EV,0,99,0
BABA E-VEHICLES,0,62,0
BABAJI ENGINEERING TRAILOR WORKS,0,0,3
BABA PRODUCT,0,0,2
BAGHWAN RIKSHAW UDYOG,0,5,0
BAJAJ AUTO LTD,161935,38729,32
BAJAJ IMPLEMENTS PVT. LTD,0,109,0
BALAJI AGRO INDUSTRIES,0,0,3
BALAJI TRADING COMPANY,0,2,0
BALAN ENGINEERING PVT LTD,0,1,0
BAL GOPAL WHEELS PVT LTD,0,14,0
BALI AUTO INDUSTRIES,0,35,0
BALJEET ENGG. WORKS,0,0,1
"BASUDEB ENGINEERING, CUTTACK",0,0,2
BATTRE ELECTRIC MOBLITY PVT LTD,171,0,0
BAXY LTD,0,396,0
BEENA DEVI & SONS INDUSTRIES PVT LTD,0,1,0
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,31,0,0
BENTINCK INDUSTRIES PVT. LTD.,0,19,0
BENTLEY MOTORS LIMITED,0,0,5
BEST WAY AGENCIES PVT LTD,0,607,0
BESTWAY BANARASH,0,2,0
BGAUSS AUTO PRIVATE LIMITED,1793,0,0
BHADAURIA ENTERPRISES,0,14,0
BHAGWAN AGRO INDUSTRIES,0,0,1
BHAVE ELECTRIC VEHICLES PVT LTD,0,207,0
BHM INDUSTRIES,0,206,0
BHOYAR AGRO IND WARDHA,0,0,2
BIG BULL TRADER PVT LTD,0,213,0
BIJNOR ENTERPRISES,0,6,0
BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,0,16
BMW INDIA PVT LTD,534,0,1164
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,73,0,0
BOUNCE ELECTRIC 1 PVT LTD,667,0,0
BRIGHT AUTOZONE PVT LTD,0,301,0
BSA MOTORS,1,0,1
BSERAIL ENGINEERING PVT LTD,0,15,0
BSMS AGRICULTURE WORKSHOP,0,0,2
BULL MACHINES PVT LTD,0,0,80
BYD AUTO,0,0,1
BYD INDIA PRIVATE LIMITED,0,0,356
CAPITAL AUTO INDUSTRIES,0,198,0
CAPTAIN TRACTORS PVT. LTD.,0,0,97
CARREE YUNUS VEHICLE PVT LTD,0,3,0
CART INDIA,0,37,0
CASE EQUIPMENT PRIVATE LTD,0,0,1
CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,0,0,115
CATERPILLAR INDIA PRIVATE LIMITED,0,0,166
CAUSIS E-MOBILITY PVT LTD,0,0,7
CEEON INDIA,0,37,0
CELLETRON MOTOR WORKS,0,8,0
CHAMPION POLY PLAST,0,1016,0
CHANDAKE-AUTOMOBILES LLP,0,16,0
CHANDANA CORPORATION,8,0,0
CHANNY AGRO INDUSTRIES,0,0,1
CHAUHAN AUTO INDUSTRIES,0,26,0
CHEHAK BATTERIES,0,17,0
CHINA HAOCHEN (IMPORTER: ADMS MARKETING),36,0,0
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,0,58,0
CLAAS INDIA P LTD,0,0,6
CLASSIC LEGENDS PVT LTD,2206,0,0
C M OVERSEAS,0,2,0
CNH INDUSTRIAL (INDIA) PVT LTD,0,0,3029
CONMAT HEAVY INDUSTRIES PVT LTD,0,0,23
CONTINENTAL ENGINES PVT LTD,0,26,0
CONVENIENT MACHINES PVT LTD,0,0,1
CRANE KRAFT INDIA PRIVATE LIMITED,0,0,19
CUBE AUTO INDUSTRIES,0,0,1
CYRUS AUTO INDUSTRIES PVT LTD,0,3,0
DABASIYA LOADERS,0,0,1
DAIMLER AG,0,0,4
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,0,1590
DAKSH INDUSTRIES,0,634,0
DAO EVTECH PRIVATE LIMITED,2,0,0
DASHMESH TRADERS,0,14,0
DASMESH MECHANICAL WORKS PVT.LTD,0,0,21
DAVE EXIM PVT LTD,0,33,0
DEBU AUTOMOBILES,0,1,0
DEEP DRAWN TECHNOLOGIES,0,2,0
DEEPTI ENGG & IRON &STEEL IND MKG BALIMELA ROAD,0,0,1
"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",0,0,1
DE EUSI MOTORS PVT LTD.,0,172,0
DELTA AUTOCORP LTD,0,158,0
DELTEK ENTERPRISES PVT LTD,0,2,0
DEVAM ELECTRIC VEHICLES PVT LTD,0,10,0
DEVANGI ENG..,0,0,1
DEV ENGINEERING WORKS,0,0,5
DEVI ENGINEERING WORKS,0,0,1
DEV MOTORS,0,146,0
DEWAN AGRICULTURE WORKS,0,0,3
DHANALAKSHMI ENGINEERING WORKS,0,0,3
DHANALAXMI ENGINEERING PURI CHARINALA,0,0,1
DHAR IN PVT LTD,0,7,0
DHAR INTERNATIONAL,0,1,0
DHRITI ENTERPRISES,0,22,0
"DIAMOND ENGG,CTC",0,0,2
DIAMOND E VEHICLES,0,47,0
DILLI ELECTRIC AUTO PVT LTD,0,2268,0
DIVANSU AUTOMOBILES LTD,0,8,0
DIVYA ENTERPRISES,0,56,0
D.K. MOTORS,0,1,0
DODGE MOTORS,0,0,1
DOOSAN BOBCAT INDIA PVT LTD,0,0,32
DSF INDUSTRIES PVT LTD,0,1,0
DSR EV MOBILITY PVT LTD,0,5,0
DUCATI INDIA PVT LTD,19,0,0
DUKE AUTO INDIA,0,61,0
DURGA ENGINEERING BHADRAK CHARAMPA,0,0,1
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,7
DYS IMPEX PRIVATE LIMITED,0,59,0
E-ASHWA AUTOMOTIVE PVT LTD,0,14,0
EBUZZ MOBILITY LLP,0,1,0
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2,0,0
ECO DYNAAMIC EQUIPMENTS,0,10,0
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,0,45,0
ECO FUEL SYSTEMS (I) PVT LTD,12,0,0
ECO SMART VEHICLES PVT LTD,0,132,0
EDMRC MANNSCHAFT LLP,0,2,0
EFEV CHARGING SOLUTION PVT LTD,0,38,0
E-GURU AUTO ENERGY,0,23,0
EICHER MOTORS LTD,0,0,2
EICHER TRACTORS,0,0,5420
EIMCO ELECON,0,0,1
ELECTRA INTERNATIONAL,0,5,0
ELECTRECA VEHICLES,1,0,0
ELEPHANTA INDUSTRIES PVT LTD,0,4,0
ELITE AUTO ENGINEERS PVT LTD,0,122,0
ELSA CONCRETING MACHINERY INDIA PVT LTD,0,0,1
ELTHOR ENERGY PRIVATE LIMITED,40,0,0
E-MOTION AUTOMOTIVE INDUSTRY LLP,0,26,0
ENERGY ELECTRIC VEHICLES,0,1240,0
ENGINIA VEHICLES PVT LTD,0,78,0
ENGTIAN ELECTRIC BIKE PVT LTD,33,0,0
ENIGMA AUTOMOBILES PVT LTD,2,0,0
ENTICE IMPEX PVT LTD,0,108,0
ERISHA E MOBILITY PVT LTD,0,2,0
E ROYCE MOTORS INDIA PVT LTD,0,1,0
ESCORTS CONSTRUCTION EQUIPMENT LTD,0,0,1
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,0,8276
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),0,0,420
E-SPRINTO GREEN ENERGY PVT LTD,286,0,0
ESSAR ENGINEERING,0,0,2
ETRIO AUTOMOBILES PVT LTD,0,2,0
EULER MOTORS PVT LTD,0,230,1
EVAGE AUTOMOTIVE PVT LTD,0,0,1
EVBHARAT RANGE PRIVATE LIMITED,0,7,0
EVCO AUTOMOBILES PVT LTD,0,126,0
EVEX AUTO INDIA PVT LTD,0,6,0
EVTRIC MOTORS PVT LTD,7,0,0
EXERVAL PVT LTD,2,0,0
EXIDE INDUSTRIES LTD,0,182,0
EXTRA FAST SOLUTIONS,0,79,0
EXTREME MOTORS,0,13,0
EYUG AUTOMOBILE PVT LTD,0,2,0
FARMTECH AGRO INDUSTRIES,0,0,3
FCA INDIA AUTOMOBILES PRIVATE LIMITED,0,0,361
FEDE INDUSTRIES PVT LTD,0,104,0
FERRARI INDIA PRIVATE LIMITED,0,0,2
FERRARI SPA,0,0,1
FERRARI SPA (IMPORTER:SELECT CARS P LTD),0,0,2
FIELDTRACK EARTHMOVERS PVT LTD,0,0,10
FIORI CONCRETE MACHINES INDIA PVT LTD,0,0,6
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,0,32,0
FIVE ELEMENTS,0,12,0
FORCE MOTORS LIMITED,0,0,2921
FORD INDIA PVT LTD,0,0,2
FRN MOTORS PVT LTD,0,4,0
FSTMOTO (IMPORTER: AUTOICARE INNOVATION),3,0,0
FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),1,0,0
GAGAN AUTOMOTIVES,0,101,0
GAHIR AGRICULTURAL INDUSTRIES,0,0,5
GAHIR AGRO INDUSTRIES LIMITED,0,0,3
GALVANIC AUTO PVT LTD,0,1,0
GAMZEN PLAST PVT LTD,0,0,5
GAURA ELECTRIC VEHICLES PVT LTD,56,0,0
GAYATRI ELECTRIC VEHICLES PVT LTD,0,238,0
GENERAL MOTORS INDIA PVT LTD,0,0,1
G & G AUTOMOTIVE,0,77,0
GIAN AGRO INDUSTRIES,0,0,1
GILL AGRICULTURE WORKS,0,0,1
GILL AGROTECH,0,0,4
GILLPREETAGRO INDUSTRIES,0,0,2
G.K E-VEHICLS INDUSTRIES PVT LTD,0,96,0
GKON ELECTRIC MOTOR VEHICLES PVT LTD,0,31,0
G.K. RICKSHAW PVT LTD,0,444,0
G. M. VEHICLE INDUSTRIES,0,3,0
GOBIND AGRO INDUSTRIES,0,0,7
GOBIND INDUSTRIES PVT LTD,0,4,0
GODAWARI ELECTRIC MOTORS PVT LTD,45,26,0
GODAWARI TECHNO SOLUTIONS PVT LTD,0,2,0
GODREJ AND BOYCE MFG CO LTD,0,0,1
GODREJ & BOYCE MFG. CO. LTD,0,0,10
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,0,2,0
GOGORO INDIA PVT LTD,70,0,0
GOLDEN ELECTRIC VEHICLES,0,11,0
GOLD HOFER,0,0,6
GOPAL AUTO MOTORS PVT LTD,0,146,0
GOPAL ENGG. WORKS,0,0,1
GOREEN E-MOBILITY PVT LTD,89,0,0
GRD MOTORS,0,269,0
GREAVES ELECTRIC MOBILITY PVT LTD,3159,0,0
GREEN EVOLVE PVT LTD,0,40,0
GREENFIT INDUSTRIES LLP,0,38,0
GREEN IMPEX,0,33,0
GREEN SHUTTLE TECHNOLOGY PVT LTD,0,1,0
GREEN STAR MOTORS,0,29,0
GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,0,1,0
GREENTECH AUTO LLP,0,3,0
GREEN TECHNOLOGIES,0,70,0
GREEN VALLEY MOTORS,0,1,0
GREENWHEELS AUTOMOBILE PVT LTD,0,59,0
GROMAX AGRI EQUIPMENT LTD,0,0,249
GROVE INDIA PVT LTD,0,0,2
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),13,0,0
GURDEEP ENGINEERING WORKS,0,0,2
GURMUKH AGRO INDUSTRIES,0,0,3
GURU NANAK AGRI ENGG WORKS,0,0,25
GURU NANAK AGRI WORKS,0,0,5
HAITEK AUTOMOTIVE PVT LTD,0,13,0
HANUMAN UDYOG,0,31,0
HARJEET AGRO INDUSTRIES,0,0,3
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),18,0,0
HARMEET AGRICULTURE WORKS,0,0,3
HARSH TRADING CO,0,16,0
HARSHVIE INDUSTRIES PVT LTD,0,2,0
HBSS E MOBILITY PVT LTD,0,7,0
HEMAVATHI AGRO INDUSTRIES,0,0,1
HERO ELECTRIC VEHICLES PVT. LTD,286,0,0
HERO HONDA MOTORS  LTD,1,0,0
HERO MOTOCORP LTD,401305,0,1
HEXALL MOTORS PVT LTD,0,1,0
HIGHWAY ENGING WORKS,0,0,1
HIMANI AGRO INDUSTRIES,0,0,2
HIM TEKNOFORGE LTD,0,29,0
HIND AGRO INDUSTRIES,0,0,6
HINDUSTAN AGRICULTURAL IMPLEMENTS ANTPR,0,0,1
HINDUSTAN MOTOR CORPORATION,0,108,1
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,0,0,6
HIRA AGRO INDUSTRIES,0,0,10
HITECH ENGINEERING LTD,0,0,5
HITENDRA WELDING WORKS,0,0,18
HOMFEEL VEGH AUTOMOBILES PVT LTD,2,0,0
HONDA CARS INDIA LTD,0,0,5035
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,370044,0,3
HONGKONG WANGYUAN (IMPORTER:POWERTRANS MOBILITY),1,0,0
HONGKONG YIXING (IMPORTER: ADMS MARKETING),44,0,0
HOOGHLY MOTORS PVT LTD,0,513,0
HOP ELECTRIC MOBILITY PVT LTD,23,0,0
HOP MOTORS PVT LTD,0,35,0
HOTAGE INDIA,0,1205,0
HOVEL CYLINDER PVT LTD,0,9,0
H R AGRO INDUSTRIES,0,0,8
HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),1,0,0
HUNDA EV PVT LTD,0,29,0
HUNDAL INDUSTRIES,0,81,0
HYKON INDIA LTD,0,3,0
HYUNDAI MOTOR INDIA LTD,0,0,44273
"HYUNDAI MOTORS LTD, SOUTH KOREA",0,0,1
INDERPREET AGRO INDUSTRIES,0,0,1
INDIA KAWASAKI MOTORS PVT LTD,279,0,0
INDIAN MOTORS,0,205,0
INDIA SAFE ENTERPRISE,0,29,0
INDIA YAMAHA MOTOR PVT LTD,54822,0,0
INDO FARM EQUIPMENT LIMITED,0,0,196
INDUS ELECTROTHERM INDIA LTD,0,0,3
INS AUTOMOBILES PVT LTD,0,115,0
INTERNATIONAL TRACTORS LIMITED,0,0,11149
INVVIGORS INDIA,0,11,0
IPL TECH ELECTRIC PVT LTD,0,0,3
IRA EDUTECH PVT LTD,3,0,0
ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,0,0,2
ISHWAR FARMLINE EQUIPMENTS PVT LTD,0,0,1
ISUZU MOTORS INDIA PVT LTD,0,0,175
IVOOMI INNOVATION PVT LTD,87,0,0
IZANAU ELECTRIC LLP,2,0,0
JADE KOREA SPINE LIFE,0,4,0
JAGUAR LAND ROVER INDIA LIMITED,0,0,529
JAI BHAVANI ENGINEERING  WORKS,0,0,7
JAI BHAVANI INDUSTRIES,0,0,1
JAIDKA POWER SYSTEMS PVT LTD,0,8,0
JAI HANUMAN MOTORS,0,0,2
JAIN POWER CORP,0,3,0
JAISIK BUSINESS LINKS PVT LTD,0,42,0
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,0,11,0
JAJODIA COMMODITIES PVT LTD,0,155,0
JAL ENTERPRISES,0,1,0
JAY AGRO INDUSTRIES,0,0,2
JAYNA AUTOMOBILES LLP,0,3,0
JBM AUTO LIMITED,0,0,69
JCB INDIA LIMITED,0,0,2293
JEEVAA E-BIKE MFG PVT LTD,1,0,0
JESSUN TECHNO PVT LTD,0,12,0
JIANGSU AIMA (IMPORTER: FUTURE EV),1,0,0
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),3,0,0
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),1,0,0
JIANGSU DALONG (IMPORTER: SABOO TOR),5,0,0
JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),1,0,0
JIANGSU JINPENG (IMPORTER: KKL HITECH EV),0,4,0
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),6,0,0
JITENDRA NEW EV-TECH PVT. LTD,49,0,0
JITENDRA TEMPO PARTS,0,66,0
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,0,0,1
JMSSP AGRO INDUSTRIES PVT LTD,0,0,8
JMT VEHICLES PVT LTD,0,214,0
JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),0,0,1
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),0,0,6271
JOYRAM STEEL FABRICATION WORKS,0,1,0
J P AUTO TECH,0,8,0
J S AGRO INDUSTRIES,0,0,1
J. S. AUTO (P) LTD,0,950,0
JS MOBILEON PVT LTD,0,156,0
JSW MG MOTOR INDIA PVT LTD,0,0,4114
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),7,0,0
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),8,0,0
JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),11,0,0
JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),6,0,0
KABIRA MOBILITY LLP,3,0,1
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,0,41,0
KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),2,0,0
KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),1,0,0
KAKKAR ELECTRIC AUTO PVT LTD,0,35,0
KALPVRIKSH ELECTOMOBILES CO,0,27,0
KAMAZ INDUSTRIES,0,10,0
KANHA ELECTRIC VEHICLES,0,18,0
KAPTECH INDIA PVT LTD,0,225,0
KARCHER CLEANING SYSTEMS PVT LTD,0,0,2
KARTAR AGRO INDUSTRIES PVT LTD,0,0,102
KARTAR TRACTORS PRIVATE LIMITED,0,0,35
KATYAYANI AUTOMOTIVE,0,2,0
KCAS ELECTRIC VEHICLES PVT LTD,0,29,0
K D AGRO INDUSTRIES,0,0,1
KERALA AUTOMOBILES LIMITED,0,10,0
KETO MOTORS PVT LTD,0,4,0
KGN,0,35,0
KGN INDUSTRIES,0,116,0
KHALSAE-VEHICLES PVT LTD,0,946,0
KHAN ENGINEERING WORKS,0,0,4
KIA INDIA PRIVATE LIMITED,0,1,19435
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,689,153,3
KION INDIA PVT LTD,0,0,118
KIRAN AUTOMOBILE INDUSTRY,0,22,0
KISAN ENGINEERING WORKS,0,0,3
KISSNA ENGG WORKS,0,0,2
KLB KOMAKI PVT LTD,333,70,0
KOMATSU INDIA PRIVATE LIMITED,0,0,3
KPT MOTORS,0,5,0
KRISHNA ENGINEERING WORKS,0,109,0
KRISHNA VEHICALS,0,8,0
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,0,0,9
K.S. AGROTECH  PVT LTD,0,0,7
K T ENTERPRISES,0,10,0
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,0,0,1462
KUKU AUTOMOTIVES,0,26,0
KUMARAN ENGINEERING ENTERPRISES,0,11,0
KUMAR ENGINEERING,0,62,0
KUSHAL AGRO IND,0,0,9
K. V. INDUSTRIES,0,5,0
KYTE ENERGY PVT. LTD.,29,0,0
LAKSHYA AUTO SALES CORPORATION,0,28,0
LAKSHYA MOTORS,0,1,0
LALA G E RICKSHAW AND SPARE PARTS,0,9,0
LAL CHAND AGRICULTURE WORKS,0,0,1
LAWAT MOTORS LLP,0,50,0
LECTRIX E VEHICLES PVT LTD,371,529,0
LIEBHERR INDIA PVT LTD,0,0,1
LIMO AUTO CARE PVT LTD,0,3,0
LIONIZE AUTOMOBILE PVT LTD,0,36,0
LIUGONG INDIA PVT. LTD,0,0,58
LOCAL TRAILER MANUFACTURER,0,0,2597
LOHIA AUTO INDUSTRIES,0,103,0
LORDS VEHICLE MFG PVT LTD,0,3,0
LOTAY AGRO TECH,0,0,2
LOTEY AGRICULTURE WORKS,0,0,2
LOTEY INDUSTRY,0,0,3
L&T CONSTRUCTION EQUIPMENT LIMITED,0,0,32
LUCKY INDUSTRIES,0,23,0
M2J E VAHAN PVT LTD,0,3,0
MAA KALPANA ENTERPRISE,0,29,0
MAA SHAKTI EXIM PVT LTD,0,226,0
MAA TARINI ENGINEERING,0,0,2
MAC AUTO INDIA,0,8,0
MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),4,0,0
MADHU AUTOMOBILES LTD,0,0,3
MAHAVIR TRACTOR AND IMPLEMENTS,0,0,41
MAHINDRA DEFENCE SYSTEMS LTD,0,0,1
MAHINDRA ELECTRIC MOBILITY LIMITED,1,2,0
MAHINDRA LAST MILE MOBILITY LTD,0,7545,1462
MAHINDRA & MAHINDRA LIMITED,0,105,57484
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),0,0,16267
MAHINDRA & MAHINDRA LIMITED (TRACTOR),0,0,18437
MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,0,0,12
MAHTAB BODY MAKER,0,84,0
MALAK TECHNO PVT LTD,0,2,0
MALKIT AGRO TECH PVT. LTD,0,0,29
MANIRAM ELECTRIC VEHICLE PVT LTD,0,120,0
MANISH EV INTERNATIONAL PRIVATE LIMITED,0,24,0
MANITA CITY MOTORS LLP,0,192,0
MANITOU EQUIPMENT INDIA PVT LTD,0,0,35
MANKU AGRO TECH PVT LTD,0,0,63
MANMOHAN KAUR,0,2,0
MANOJ ENGINEERING WORKS,0,0,1
MANPREET AGRO INDUSTRIES,0,0,3
MAN TRUCKS INDIA PVT. LTD.,0,0,3
MARATHWADA QUALITY TRAILER,0,0,1
MARKUS,0,2,0
MARUTHISAN PVT LTD,4,0,0
MARUTI SUZUKI INDIA LTD,0,0,135982
MARUTI UDYOG LTD,0,0,12
MASERATI S.P.A,0,0,2
MASTO INDUSTRIES PVT LTD,0,1,0
MATHARU ENGINEERING WORKS,0,0,2
"MAYUR ENTERPRISES,BARIPADA",0,0,8
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),0,0,4
MECPOWER MOBILITY PVT. LTD.,45,0,0
MERCEDES -BENZ AG,0,0,79
MERCEDES-BENZ INDIA PVT LTD,0,0,1183
M G INDUSTRIES,0,6,0
M H AGRICULTURE WORKS,0,0,1
MINI METRO EV L.L.P,0,1433,0
M K BROTHERS,0,4,1
M.K. ENTERPRISES,0,107,0
MLR AUTO LTD,0,502,0
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2,0,0
MOHAN GENERAL TRADING COMPANY,0,9,0
MOMU AUTOMOTIVE,0,51,0
MONA GREEN AUTOMOBILES PVT LTD,0,2,0
MONDAL TRADING,0,9,0
MOTOVOLT MOBILITY PVT LTD,3,0,0
MOVE STONE SERVICES PVT LTD,0,464,0
M S AGRO INDUSTRIES,0,0,1
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",0,0,4
M/S BHARAT TRAILERS,0,0,14
M/S HARITKRANTI AGRO UDYOG,0,0,2
M/S KANTAK SYSTEMS,0,0,1
M/S KASTKAR AGRO INDUSTRIES,0,0,15
M/S KISHAN TRACTOR,0,0,1
M/S K K AGRO INDUSTRIES,0,0,3
M/S LOHIYA AGRO INDUSTRIES,0,0,2
M/S MAA MANGALA INDUSTRIES,0,0,3
M/S NANDI ENGINEERING WORKS,0,0,1
M/S NEW SHETKARI ENGINEERING WORK,0,0,3
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,0,0,1
"M/S PERFECT TECHNOCRAFTS & ENGINEERING,KENDRAPARA",0,0,1
M/S RAM AGRO MACHINARY,0,0,4
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,0,0,2
M/S SARANGI MOTROS,0,0,2
M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,0,0,76
M/S SHRIRAM AUTO TECH PVT LTD,0,273,0
"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",0,0,1
M/S SUPERIOR MANUFACTURING COMPANY,0,0,2
M/S VISHNU CLEAN ENERGY VEHICLES LLP,0,0,1
MUNDE MECHANICAL WORKS,0,0,7
